40,7,138,2026-05-05 09:30:43.087109+00,2026-05-05 13:44:08.251413+00
42,18,149,2026-05-05 10:08:54.01706+00,2026-05-05 12:32:05.182661+00
41,16,82,2026-05-05 09:59:49.067771+00,2026-05-05 14:01:57.61203+00
15,2,4452,2026-05-04 11:30:58.775108+00,2026-05-05 17:11:31.369122+00
40,2,362,2026-05-05 09:30:44.088143+00,2026-05-05 13:44:11.752278+00
35,6,25,2026-05-05 05:54:30.916956+00,2026-05-05 06:09:46.657731+00
15,4,2945,2026-05-04 11:30:55.772779+00,2026-05-05 17:11:32.038671+00
15,8,1358,2026-05-04 11:31:37.297706+00,2026-05-05 17:11:32.447314+00
32,2,765,2026-05-05 03:12:50.620247+00,2026-05-05 11:04:52.866855+00
20,17,463,2026-05-04 15:30:50.523616+00,2026-05-05 15:45:07.542143+00
30,9,267,2026-05-05 02:47:14.906821+00,2026-05-06 01:00:29.805598+00
32,3,468,2026-05-05 03:12:50.820971+00,2026-05-05 11:04:54.366713+00
20,6,237,2026-05-04 15:21:24.160903+00,2026-05-05 15:46:33.084628+00
29,8,14,2026-05-04 19:30:27.223821+00,2026-05-04 19:58:25.022288+00
47,3,1378,2026-05-05 13:26:17.393441+00,2026-05-06 01:02:31.374026+00
35,2,55,2026-05-05 05:54:30.916956+00,2026-05-05 06:09:53.150492+00
20,1,613,2026-05-04 15:21:14.656298+00,2026-05-05 15:46:42.59471+00
20,7,206,2026-05-04 15:21:45.67437+00,2026-05-05 15:46:45.597811+00
41,17,73,2026-05-05 09:59:49.067771+00,2026-05-05 14:02:08.6257+00
25,11,717,2026-05-04 15:31:20.549258+00,2026-05-06 00:15:08.513277+00
37,8,12,2026-05-05 09:03:35.764379+00,2026-05-05 09:21:04.562707+00
20,2,523,2026-05-04 15:21:11.520238+00,2026-05-05 15:46:47.099449+00
37,9,14,2026-05-05 09:03:30.757917+00,2026-05-05 09:21:06.564425+00
25,15,292,2026-05-04 23:59:05.81613+00,2026-05-06 00:15:09.01385+00
39,16,523,2026-05-05 09:37:22.52545+00,2026-05-05 12:31:04.114899+00
25,13,402,2026-05-04 15:31:22.550192+00,2026-05-06 00:15:10.514781+00
35,3,39,2026-05-05 05:54:16.403135+00,2026-05-05 06:10:01.661744+00
41,3,217,2026-05-05 09:41:20.094671+00,2026-05-05 12:50:13.043595+00
40,9,100,2026-05-05 09:30:51.095179+00,2026-05-05 13:43:05.469742+00
42,14,254,2026-05-05 10:02:23.703109+00,2026-05-05 12:32:16.579498+00
37,2,22,2026-05-05 09:03:32.258641+00,2026-05-05 09:21:12.574607+00
20,5,286,2026-05-04 15:21:12.655989+00,2026-05-05 15:46:51.104207+00
20,3,427,2026-05-04 15:21:48.178303+00,2026-05-05 15:46:51.104207+00
20,4,321,2026-05-04 15:21:11.520238+00,2026-05-05 15:46:53.077529+00
11,13,4557,2026-05-04 10:57:11.92129+00,2026-05-06 00:15:13.016002+00
